FID,osm_id,amenity,name,short_name,official_name,alt_name,old_name,operator,operator-type,emergency,capacity,wheelchair,ref-FR-FINESS,type-FR-FINESS,ref-FR-NAF,ref-FR-SIRET,contact-website,url,phone,contact-phone,fax,contact-fax,email,contact-email,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,wikidata,wikipedia,description,opening_hours,source,note,osm_type,osm_version,osm_timestamp,healthcare-speciality,the_geom,osm_original_geom
france_hospitals_point.728305881,728305881,hospital,Clinique de la Châtaigneraie,,,,,,,,,,630781839,365,,,,,,,,,,,,,,,,,,,,,,way,4,2021-06-23T14:27:35Z,,POINT (342192.4082058886 5740758.091756238),"SRID=3857;POLYGON((342017.235408767 5740879.57661331,342037.484424143 5740851.33800488,342046.590358489 5740796.31286078,342053.814993442 5740786.53313025,342072.550063742 5740666.56080121,342095.248107915 5740634.494003,342112.903379155 5740619.00306871,342150.017297385 5740616.46645073,342198.341088339 5740598.96540172,342205.810626171 5740600.57670927,342226.716426542 5740593.33380439,342295.578663547 5740570.71172975,342307.467585163 5740583.6819249,342312.154135726 5740626.91604516,342316.484463918 5740657.1960079,342318.465950854 5740662.07782397,342330.532983656 5740691.78357289,342332.692581777 5740710.8801781,342333.772380838 5740732.13058392,342324.766634033 5740757.00255726,342315.393532908 5740775.73236367,342321.905723119 5740784.53889614,342353.642909945 5740793.91977727,342343.969246195 5740826.5614917,342364.830518769 5740846.20082134,342349.412769294 5740887.31432673,342295.612059394 5740843.79177045,342274.071737925 5740875.84336841,342244.382829731 5740867.69086043,342239.451376289 5740890.53704646,342217.888790922 5740889.93079217,342210.975850544 5740916.33480047,342169.954618187 5740904.99143746,342162.028670442 5740894.65319515,342145.686969194 5740903.28435033,342069.31066656 5740926.33803132,342066.338436156 5740919.97233766,342054.404986743 5740896.3762347,342028.712448268 5740899.4075088,342017.235408767 5740879.57661331))"
france_hospitals_point.788862225,788862225,hospital,Clinique Sainte-Odile,,,,,,,,,,670780386,365,,,,,,,,,,,,6,Rue des Prémontrés,Haguenau,67500,,,,,,,way,3,2022-06-12T20:23:27Z,,POINT (867465.0790131041 6244176.18719306),"SRID=3857;POLYGON((867404.71165837 6244195.78432549,867407.394458098 6244181.75191382,867422.778811726 6244166.06269069,867440.534270507 6244130.08578872,867453.380539745 6244096.20542481,867470.690720563 6244067.09276522,867520.406005151 6244088.14110665,867497.195891321 6244145.38609726,867522.053533615 6244236.52917057,867434.266983175 6244263.25857162,867420.530158012 6244254.29804195,867408.585576649 6244240.5698526,867404.71165837 6244195.78432549))"
france_hospitals_point.1089853662,1089853662,hospital,Clinique Korian Estela,,,,,,private,,,,,,,,,,+33 5 82 08 17 00,,,,,,,10,Avenue Hubert Curien,,,,,,,,,way,1,2022-08-28T12:44:35Z,,POINT (159330.0839641257 5397054.266480306),"SRID=3857;POLYGON((159270.91804993 5397088.72305246,159276.150065997 5397077.74000776,159285.033361363 5397056.31158744,159290.26537743 5397032.77878442,159292.091017079 5397016.58849647,159294.005712321 5397003.99265635,159293.660621899 5396992.27239612,159288.951807439 5396963.25598347,159304.636723691 5396957.12706518,159335.984292299 5396949.7232144,159355.821425558 5396945.95984853,159364.482081942 5397003.28606095,159369.558250722 5397047.6327073,159371.350494524 5397104.20686349,159369.257688097 5397167.35588881,159359.261197824 5397174.08402734,159270.91804993 5397088.72305246))"
france_hospitals_point.75326381,75326381,hospital,T23 - Centre Psychothérapique de Tours Sud (CHU),,,,,,,,,,370004418,101,,,,,+33 2 47 47 47 47,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,way,6,2021-01-19T12:37:10Z,,POINT (79209.4462106027 5999745.532828799),"SRID=3857;POLYGON((79135.5677196088 5999738.98700236,79138.6735334019 5999730.32779508,79139.1633391614 5999730.47567521,79142.1355695656 5999722.01364974,79146.6662728409 5999723.59103638,79146.7330645354 5999723.41029415,79196.915890985 5999741.41881165,79196.2479740402 5999743.32482482,79205.9884294846 5999746.80822927,79207.6804857447 5999742.07605753,79205.7880544012 5999741.4352428,79223.7438882661 5999691.02463278,79221.6065540429 5999690.28523553,79223.7995480115 5999684.12359424,79225.3357569845 5999680.77166322,79228.6642097592 5999675.76020013,79231.2802177928 5999672.44113437,79234.3192398915 5999669.53284512,79237.7033524116 5999667.01890096,79241.3546317096 5999664.99788756,79240.9538815428 5999663.32192558,79247.7777663284 5999659.85498565,79248.3677596296 5999661.44879199,79257.9189719397 5999656.99599358,79257.3067147403 5999655.38575708,79272.1789987103 5999648.435454,79272.8469156551 5999650.17713699,79277.2885633377 5999648.04111072,79279.3813697646 5999652.67464529,79282.8879337246 5999655.73080774,79283.8564132945 5999660.59438031,79285.4260181147 5999664.85000854,79281.7190790713 5999667.18321101,79285.2701708276 5999675.20154541,79279.5038212045 5999680.9195425,79277.8340288426 5999679.26000847,79273.403513109 5999683.82783557,79271.7337207471 5999682.18473202,79267.3254689117 5999686.75256065,79265.677940448 5999685.01087031,79261.2585566635 5999689.56226939,79259.5553684543 5999687.86987162,79255.1137207717 5999692.43770325,79252.9763865484 5999690.38382182,79250.4494341074 5999685.09302551,79248.6460583566 5999686.1446121,79247.0430576892 5999687.45909551,79245.6626960033 5999688.97075169,79244.5272371973 5999690.67958072,79243.6589451691 5999692.58558274,79242.812917039 5999692.22409956,79235.6328098829 5999712.31930061,79244.1264870304 5999715.37548408,79228.1632720506 5999759.96959552,79242.5123544139 5999764.96467608,79240.14124926 5999771.66860452,79238.8276792686 5999775.36562609,79236.1337475914 5999774.67551528,79226.4600838415 5999801.27768376,79191.5168956815 5999788.80636669,79191.0827496674 5999790.03870948,79190.5150202643 5999791.66540222,79189.9584228104 5999793.29209527,79189.5131448472 5999794.68875116,79189.1791863748 5999796.23328853,79188.9454154442 5999797.71210116,79188.8563598515 5999799.22377655,79188.8786237497 5999800.76831473,79189.0901307822 5999802.65790968,79189.4129573055 5999804.26817352,79189.7469157779 5999805.38549963,79191.7395346631 5999804.43248618,79204.5412761043 5999831.5934107,79198.1626692819 5999834.55104828,79199.0086974119 5999836.37492528,79199.7879338474 5999835.94771081,79199.9326491854 5999836.24347468,79194.7228970163 5999838.65887991,79194.6004455765 5999838.36311597,79195.4242098083 5999837.95233273,79194.6115775255 5999836.24347468,79188.2329707031 5999839.25040783,79177.6242232305 5999816.69021896,79153.7907202517 5999828.02781564,79150.7850940002 5999821.6031757,79149.0373779948 5999822.42474064,79149.4381281616 5999823.31203087,79149.1709613837 5999823.39418738,79146.7775923317 5999818.20189766,79147.0447591096 5999818.10330991,79147.389849531 5999818.84271805,79149.1041696892 5999818.02115345,79146.1096753869 5999811.64581476,79169.9877061621 5999800.3082395,79166.9486840634 5999794.0315013,79166.0915239843 5999794.59016368,79165.9356766972 5999794.34369498,79171.0007135283 5999790.71239027,79173.071256057 5999788.98711029,79175.7985835815 5999786.30881919,79177.5796954342 5999784.36993412,79179.7504255047 5999781.67521322,79181.4424817647 5999779.35841116,79183.4239687008 5999776.18718665,79184.8377262339 5999773.5088995,79185.9063933455 5999771.22496203,79186.9082687627 5999768.79314438,79187.520525962 5999767.19931832,79152.4994141584 5999754.66232558,79155.5384362571 5999746.15098304,79135.5677196088 5999738.98700236))"
france_hospitals_point.102101975,102101975,hospital,Clinique Jeanne d'Arc,,,,,Elsan,private,,,,130781370,365,,,,,+33 4 90 99 32 32,,+33 4 90 18 92 80,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,La clinique sera regroupée en 2022 au CH Joseph-Imbert,way,4,2019-09-18T08:35:57Z,,POINT (516500.6743627723 5415569.0839048),"SRID=3857;POLYGON((516460.844206533 5415542.57848364,516479.957763103 5415532.35846688,516495.119477749 5415562.14122798,516495.21966529 5415564.32684007,516504.158620401 5415563.32638377,516503.20127278 5415550.73603525,516499.716972718 5415551.09004237,516498.559250014 5415536.51419522,516505.605773781 5415535.80618211,516505.394266749 5415531.68123725,516501.854306942 5415531.86593624,516500.696584237 5415518.19822138,516515.201513888 5415517.01307139,516516.426028287 5415531.065574,516514.066055082 5415531.25027297,516514.4556733 5415535.26747652,516521.235030289 5415534.75955414,516522.637655873 5415556.4001508,516533.268667244 5415555.53821995,516533.947716137 5415565.46582123,516523.572739595 5415566.18922825,516526.667421439 5415571.82256998,516528.515324987 5415570.8990711,516541.862531933 5415595.95670676,516518.129216496 5415608.08536564,516503.468439558 5415579.3029143,516495.95437393 5415579.98014742,516496.177012911 5415584.30520555,516490.432927186 5415602.9137528,516486.993154921 5415614.07274245,516466.187542092 5415607.79292317,516476.863081259 5415580.91903887,516476.952136851 5415577.27121525,516476.428935244 5415572.97694371,516460.844206533 5415542.57848364))"
france_hospitals_point.7323148599,7323148599,hospital,Centre Nantais de la Parentalité,,,,,,,,,,440044279,101,,,,,,,,,,,,,,,,,,Hôpital de jour psy,,,,node,3,2020-05-02T09:27:49Z,,POINT (-172423.0487203775 5976359.598379433),
france_hospitals_point.895838638,895838638,hospital,,,,,,,,,,,800004152,355,,26800020500065,,,+33322843686,,,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 2021-01,,way,5,2023-01-13T08:17:31Z,,POINT (325269.30520820466 6435483.637688779),"SRID=3857;POLYGON((325032.152031326 6435428.32118115,325334.685011455 6435352.84308559,325486.179706475 6435308.35906529,325516.937281782 6435334.02555502,325511.861113001 6435384.49399111,325482.305788196 6435428.07904134,325262.549981421 6435693.83171039,325195.724891098 6435646.37093104,325096.349981666 6435575.80292504,325049.673719177 6435542.66384214,325032.152031326 6435428.32118115))"
france_hospitals_point.254202677,254202677,hospital,Centre hospitalier d'Abbeville,,,,,,public,yes,,,800000143,355,,,,,+33 3 22 25 52 00,,+33 3 22 25 52 33,,direction@ch-abbeville.fr,,,,,,,,,,,,,way,10,2022-12-26T11:55:33Z,intensive,POINT (203891.68178969974 6464037.159067794),"SRID=3857;POLYGON((203724.397475186 6464298.58693086,203734.961694862 6464269.46395792,203758.305392082 6464205.14385593,203804.547508557 6464221.57962527,203834.403395988 6464147.54081947,203779.901373295 6464128.38039204,203826.488580192 6463934.9215574,203832.010026936 6463847.60883091,203832.778131422 6463835.47779716,203835.004521238 6463809.61914338,203833.212277436 6463795.6138524,203837.253174952 6463761.89365131,203842.774621696 6463762.34487286,203851.279430792 6463768.15869119,203859.639524551 6463763.09112394,203850.990000116 6463746.67361564,203860.229517852 6463741.17219569,203891.543690612 6463724.68531228,203913.584949789 6463713.42218651,203932.030589414 6463750.42221933,203966.083221647 6463731.90482772,203992.566128507 6463757.20789049,203972.506356266 6463773.08742395,203974.732746082 6463778.18970671,203999.868687103 6463785.322495,203968.610174088 6464251.41401398,203970.558265177 6464309.36488651,203839.179002143 6464298.62164245,203791.255961356 6464300.37457793,203727.803851604 6464308.04584449,203724.397475186 6464298.58693086))"
france_hospitals_point.558054995,558054995,hospital,Pôle de Santé La Francilienne,,,,,,,,,,,,,,,,,,,,,,,22,Avenue de la République,Pontault-Combault,77340,,,,,,,way,5,2021-01-13T06:13:14Z,,POINT (291092.269956796 6241937.059687473),"SRID=3857;POLYGON((291044.174157916 6241949.86291789,291079.662811581 6241899.2076119,291080.787138438 6241898.46392598,291083.158243592 6241898.2103967,291084.961619343 6241898.61604355,291102.705946175 6241913.21934293,291142.758698963 6241946.12756467,291139.541565679 6241950.06574254,291138.940440429 6241950.79253094,291137.96082891 6241951.99257702,291126.405865765 6241966.12270992,291122.509683587 6241970.87219768,291086.319717131 6241942.08797638,291069.588397664 6241964.70293474,291066.560507515 6241962.37044745,291064.367513546 6241965.48043064,291044.174157916 6241949.86291789))"
france_hospitals_point.6564654586,6564654586,hospital,Clinique Synergia Ventoux,,,,,,private,,,,840017172,128,,,,,+33 4 32 85 85 85,,+33 4 32 85 85 99,,,,,,,,,,,,,,,node,1,2019-06-22T13:51:06Z,,POINT (559733.4242095561 5472730.892265823),
france_hospitals_point.6504570133,6504570133,hospital,Renal Unit,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,node,1,2019-05-27T18:53:22Z,renal;dialysis,POINT (-284774.4600613556 6351327.990185262),
france_hospitals_point.296046587,296046587,hospital,Centre de Réadaptation Cardiologique et Pneumologique de Franche-Comté,CRCPFC,,,,,,,,,390000172,109,,32730845800139,,,,+33 3 84 53 16 16,,,,,,,,,,,,,,,,way,4,2020-01-16T17:54:04Z,cardiology;pulmonology,POINT (657760.0854270747 5922873.370707722),"SRID=3857;POLYGON((657538.138827225 5922860.1816501,657579.91703212 5922740.16609286,657668.482818995 5922760.23100273,657755.467869101 5922686.24187589,657806.251820801 5922662.62672406,657853.484680744 5922656.32393226,657956.611057015 5922661.04695412,657878.820996849 5922778.30900482,657896.632115376 5922807.80391555,657867.132450316 5922908.56944445,657971.227306156 5922917.47830015,657989.038424683 5922975.36165332,657975.680085788 5923033.26167692,657927.812704747 5923068.88137573,657918.550923113 5923066.97579146,657889.017862205 5923027.08891352,657847.517956038 5923019.33631975,657779.145524792 5923047.10562126,657747.49739356 5923028.88048028,657728.829114954 5923024.71101638,657699.719068111 5923029.02706304,657698.082671597 5923016.79555522,657674.338224211 5923010.21563,657639.406168 5923028.58731479,657638.816174699 5923063.37635564,657606.121640253 5923076.21054988,657587.89863961 5923014.69453896,657588.321653675 5922998.73334663,657568.250749485 5922944.41665035,657538.138827225 5922860.1816501))"
france_hospitals_point.115741309,115741309,hospital,Hôpital Saint-Antoine,,,,,,,,,,060000536,,,,,,,,,,,,,,,,,Q92062688,,,,Le ministère des solidarités et de la santé - 03/2019,,way,6,2022-08-18T20:49:22Z,,POINT (807948.2223390937 5476590.488894664),"SRID=3857;POLYGON((807909.553393992 5476600.72457248,807910.332630428 5476592.9775452,807915.854077171 5476594.07762267,807921.030433493 5476594.61991443,807922.933996786 5476581.80634338,807919.238189691 5476581.35701655,807919.460828673 5476575.93410822,807923.690969323 5476576.55386901,807924.358886268 5476572.21554436,807932.596528587 5476572.99024504,807932.496341045 5476574.01285004,807932.641056383 5476574.04383807,807936.470446866 5476574.46217651,807948.181257298 5476575.62422784,807948.51521577 5476574.38470643,807974.118698653 5476577.17362984,807972.448906291 5476593.28742616,807984.805369769 5476591.42814053,807986.141203658 5476601.0344537,807973.896059671 5476603.20362259,807973.450781708 5476600.25975065,807970.333835966 5476600.72457248,807969.532335632 5476600.97247746,807968.886682585 5476605.99255477,807962.318832628 5476605.52773268,807961.873554665 5476607.5419619,807949.561618984 5476606.39540059,807949.183132715 5476608.62654704,807943.728477666 5476607.69690263,807944.04017224 5476602.78528284,807932.819167568 5476601.34433494,807933.04180655 5476597.00599856,807927.030554047 5476596.54117693,807926.807915065 5476598.4004636,807922.021176961 5476598.24552303,807921.397787813 5476601.71619244,807924.748504486 5476603.064176,807923.690969323 5476605.68267337,807917.345758348 5476603.66844456,807914.451451587 5476601.96409745,807909.553393992 5476600.72457248))"
france_hospitals_point.1336001622,1336001622,hospital,Centre de jour Saint-Gervais - Centre Hospitalier du Rouvray,,,,,,,,,,760913491,,,,,,,,,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,node,4,2020-03-30T21:18:52Z,,POINT (120454.79122183462 6351446.257219402),
france_hospitals_point.105239857,105239857,hospital,Maison de Santé et de Cure Médicale La Plaine de la Scarpe,,,,,,,,,,590790473,109,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,way,6,2021-10-22T07:00:07Z,,POINT (353419.046934378 6514271.31746587),"SRID=3857;POLYGON((353348.769203138 6514313.46164242,353362.016222542 6514309.44567208,353394.076235891 6514300.01687979,353408.770408675 6514295.65170182,353409.772284093 6514290.41349129,353401.979919737 6514288.66742184,353407.100616314 6514267.19079785,353409.883603583 6514255.14295999,353397.972418068 6514243.61895758,353400.198807884 6514233.14260567,353410.440201037 6514230.17430838,353418.121245902 6514193.85640409,353426.915485675 6514195.95166347,353427.58340262 6514192.98337951,353423.909859423 6514192.28495991,353426.024929748 6514183.38011516,353471.777240464 6514193.85640409,353470.107448103 6514201.18981424,353477.009256532 6514202.76126011,353469.216892176 6514236.80932733,353443.613409294 6514230.87273118,353440.496463551 6514244.6665935,353444.837923692 6514245.71422956,353441.053061005 6514261.95260532,353437.713476282 6514261.77799896,353433.26069665 6514282.03236133,353463.316959164 6514310.66792371,353456.526470226 6514318.17604488,353449.068064343 6514326.3826037,353450.515217723 6514327.95407334,353445.283201656 6514333.54152337,353435.709725447 6514324.46191899,353436.822920355 6514322.89045002,353439.605907625 6514319.74751296,353431.256945816 6514312.06478295,353411.330756964 6514317.65222225,353403.093114645 6514320.09672813,353401.645961265 6514326.03338827,353396.859223161 6514345.93869157,353395.523389271 6514351.87537024,353368.027475045 6514360.08196247,353360.123791199 6514332.84309191,353355.003094622 6514334.23995488,353348.769203138 6514313.46164242))"
