service;adresse_geographique;telephone;departement;code_commune_insee;voie;code_postal;commune;geocodage_epsg;geocodage_x;geocodage_y;geocodage_x_GPS;geocodage_y_GPS
"Commissariat de police de Boissy-Saint-Léger";"1 Rue Jacques Prévert$94470 BOISSY ST LEGER";"+33 1 45 10 71 50";"94";"94004";"1 Rue Jacques Prévert";"94470";"BOISSY ST LEGER";"";"";"";"2.50352931";"48.75352778"
"Commissariat de police de Champigny-sur-Marne";"7 Place Rodin$94500 CHAMPIGNY SUR MARNE";"+33 1 45 16 84 00";"94";"94017";"7 Place Rodin";"94500";"CHAMPIGNY SUR MARNE";"";"";"";"2.55052479";"48.80695848"
"Commissariat de police de Charenton-le-Pont";"26 Rue de Conflans$94220 CHARENTON LE PONT";"+33 1 43 53 61 20";"94";"94018";"26 Rue de Conflans";"94220";"CHARENTON LE PONT";"";"";"";"2.41068074";"48.82241074"
"Commissariat de police de Chennevieres-sur-Marne";"8 Rue du Général de Gaulle$94430 CHENNEVIERES SUR MARNE";"+33 1 49 62 69 00";"94";"94019";"8 Rue du Général de Gaulle";"94430";"CHENNEVIERES SUR MARNE";"";"";"";"2.53177079";"48.79889258"
"Commissariat de police de Choisy-le-Roi";"9 Rue Léon Gourdault$94600 CHOISY LE ROI";"+33 1 48 90 15 15";"94";"94022";"9 Rue Léon Gourdault";"94600";"CHOISY LE ROI";"";"";"";"2.40603644";"48.7639273"
"Commissariat de police de Créteil";"11 Boulevard Jean Baptiste Oudry$94000 CRETEIL";"+33 1 45 13 30 00";"94";"94028";"11 Boulevard Jean Baptiste Oudry";"94000";"CRETEIL";"";"";"";"2.45969001";"48.77421155"
"Commissariat de police de Fontenay-sous-Bois";"26 Rue Guerin Leroux$94120 FONTENAY SOUS BOIS";"+33 1 48 75 82 00";"94";"94033";"26 Rue Guerin Leroux";"94120";"FONTENAY SOUS BOIS";"";"";"";"2.47577457";"48.84915268"
"Commissariat de police de Ivry-sur-Seine";"Place Marcel Cachin$94200 IVRY SUR SEINE";"+33 1 49 59 33 00";"94";"94041";"Place Marcel Cachin";"94200";"IVRY SUR SEINE";"";"";"";"2.3908363";"48.81431889"
"Commissariat de police de L'Hay-les-Roses";"18 Avenue Jules Gravereaux$94240 L HAY LES ROSES";"+33 1 49 08 26 00";"94";"94038";"18 Avenue Jules Gravereaux";"94240";"L HAY LES ROSES";"";"";"";"2.33104227";"48.77741158"
"Commissariat de police de Maisons-Alfort";"70 bis Avenue de la République$94700 MAISONS ALFORT";"+33 1 43 53 66 00";"94";"94046";"70 bis Avenue de la République";"94700";"MAISONS ALFORT";"";"";"";"2.43733271";"48.80418974"
"Commissariat de police de Nogent-sur-Marne";"3 Avenue de Lattre de Tassigny$94130 NOGENT SUR MARNE";"+33 1 45 14 82 00";"94";"94052";"3 Avenue de Lattre de Tassigny";"94130";"NOGENT SUR MARNE";"";"";"";"2.48287689";"48.83615675"
"Commissariat de police de Saint-Maur-des-Fosses";"40 Rue Delerue$94100 ST MAUR DES FOSSES";"+33 1 55 97 52 00";"94";"94068";"40 Rue Delerue";"94100";"ST MAUR DES FOSSES";"";"";"";"2.48972365";"48.79569428"
"Commissariat de police de Villeneuve-Saint-Georges";"162 Rue de Paris$94190 VILLENEUVE ST GEORGES";"+33 1 45 10 13 50";"94";"94078";"162 Rue de Paris";"94190";"VILLENEUVE ST GEORGES";"";"";"";"2.44680784";"48.73619932"
"Commissariat de police de Vincennes";"23 Rue Raymond du Temple$94300 VINCENNES";"+33 1 41 74 54 54";"94";"94080";"23 Rue Raymond du Temple";"94300";"VINCENNES";"";"";"";"2.43817949";"48.84650583"
"Commissariat de police de Vitry-sur-Seine";"20 Rue Youri Gagarine$94400 VITRY SUR SEINE";"+33 1 47 18 35 00";"94";"94081";"20 Rue Youri Gagarine";"94400";"VITRY SUR SEINE";"";"";"";"2.39301014";"48.78439245"
"Commissariat de police du Kremlin-Bicêtre";"163 bis Rue Gabriel Péri$94270 LE KREMLIN BICETRE";"+33 1 45 15 69 00";"94";"94043";"163 bis Rue Gabriel Péri";"94270";"LE KREMLIN BICETRE";"";"";"";"2.34565612";"48.80581534"
"Commissariat de police d'Argenteuil";"21 Avenue du Maréchal Foch$95100 ARGENTEUIL";"+33 1 34 26 17 10";"95";"95018";"21 Avenue du Maréchal Foch";"95100";"ARGENTEUIL";"";"";"";"2.25527895";"48.94509256"
"Commissariat de police d'Enghien Les Bains";"20 Rue Malleville$95880 ENGHIEN LES BAINS";"+33 1 34 05 25 55";"95";"95210";"20 Rue Malleville";"95880";"ENGHIEN LES BAINS";"";"";"";"2.30778911";"48.96920967"
"Commissariat de police d'Ermont";"201 Rue Jean Richepin$95120 ERMONT";"+33 1 30 72 66 66";"95";"95219";"201 Rue Jean Richepin";"95120";"ERMONT";"";"";"";"2.24785125";"48.98991641"
"Commissariat de police d'Herblay";"3 Boulevard du 11 novembre$95220 HERBLAY";"+33 1 30 26 35 50";"95";"95306";"3 Boulevard du 11 novembre";"95220";"HERBLAY";"";"";"";"2.16362982";"48.98963924"
"Commissariat de police de Bezons";"24 Avenue Gabriel Péri$95870 BEZONS";"+33 1 70 29 30 30";"95";"95063";"24 Avenue Gabriel Péri";"95870";"BEZONS";"";"";"";"2.2144014";"48.928839"
"Commissariat de police de Cergy";"4 Rue de la croix des Maheux$95000 CERGY";"+33 1 34 43 17 17";"95";"95127";"4 Rue de la croix des Maheux";"95000";"CERGY";"";"";"";"2.08483762";"49.03807466"
"Commissariat de police de Cormeilles-en-Parisis";"22 Avenue des frères Lumières$95240 CORMEILLES EN PARISIS";"+33 1 70 29 21 77";"95";"95176";"22 Avenue des frères Lumières";"95240";"CORMEILLES EN PARISIS";"";"";"";"2.19659649";"48.95542227"
"Commissariat de police de Deuil la Barre";"2 Rue Eugene Lamarre$95170 DEUIL LA BARRE";"+33 1 70 29 21 40";"95";"95197";"2 Rue Eugene Lamarre";"95170";"DEUIL LA BARRE";"";"";"";"2.32222222";"48.9722222"
"Commissariat de police de Franconville";"10 Boulevard Maurice Berteaux$95130 FRANCONVILLE";"+33 1 30 72 61 50";"95";"95252";"10 Boulevard Maurice Berteaux";"95130";"FRANCONVILLE";"";"";"";"2.22746372";"48.98488801"
"Commissariat de police de Garges les Gonesse";"Rue François Chalgrin$95140 GARGES LES GONESSE";"+33 1 30 11 12 12";"95";"95268";"Rue François Chalgrin";"95140";"GARGES LES GONESSE";"";"";"";"2.39927854";"48.97155857"
"Commissariat de police de Gonesse";"4 Rue Henri Dunant$95500 GONESSE";"+33 1 34 45 19 00";"95";"95277";"4 Rue Henri Dunant";"95500";"GONESSE";"";"";"";"2.44833168";"48.98448833"
"Commissariat de police de Goussainville";"Avenue de Montmorency$95190 GOUSSAINVILLE";"+33 1 34 04 77 30";"95";"95280";"Avenue de Montmorency";"95190";"GOUSSAINVILLE";"";"";"";"2.45212981";"49.03003151"
"Commissariat de police de Jouy-le-Moutier";"Rue des Valanchars$95280 JOUY LE MOUTIER";"+33 1 30 27 20 60";"95";"95323";"Rue des Valanchars";"95280";"JOUY LE MOUTIER";"";"";"";"2.02492162";"49.0201333"
"Commissariat de police de Montigny-lès-Cormeilles";"Rue Guy de Maupassant$95370 MONTIGNY LES CORMEILLES";"+33 1 70 29 30 40";"95";"95424";"Rue Guy de Maupassant";"95370";"MONTIGNY LES CORMEILLES";"";"";"";"2.20032239";"48.99654788"
"Commissariat de police de Sannois";"44 Boulevard Charles de Gaulle$95110 SANNOIS";"+33 1 70 29 21 50";"95";"95582";"44 Boulevard Charles de Gaulle";"95110";"SANNOIS";"";"";"";"2.25905984";"48.97148094"
"Commissariat de police de Sarcelles";"41 Avenue du 8 mai 1945$95200 SARCELLES";"+33 1 34 38 37 37";"95";"95585";"41 Avenue du 8 mai 1945";"95200";"SARCELLES";"";"";"";"2.36901598";"48.97789009"
"Commissariat de police de Taverny";"2 Rue des Vaucelles$95150 TAVERNY";"+33 1 34 18 41 70";"95";"95607";"2 Rue des Vaucelles";"95150";"TAVERNY";"";"";"";"2.23292584";"49.02320496"
"Commissariat de police de Villiers-le-Bel";"45 Avenue Pierre Sémard$95400 VILLIERS LE BEL";"+33 1 34 29 68 00";"95";"95680";"45 Avenue Pierre Sémard";"95400";"VILLIERS LE BEL";"";"";"";"2.40618683";"49.0017651"
"Commissariat de police de Basse Terre";"10 Rue de la République$97100 BASSE TERRE";"+590 99 20 00";"971";"97105";"10 Rue de la République";"97100";"BASSE TERRE";"";"";"";"-61.72870082";"15.99229226"
"Commissariat de police de Capesterre Belle Eau";"Avenue Paul Lacavé$97130 CAPESTERRE BELLE EAU";"+590 86 30 13";"971";"97107";"Avenue Paul Lacavé";"97130";"CAPESTERRE BELLE EAU";"";"";"";"-61.56288643";"16.04558245"
"Commissariat de police de Pointe à Pitre";"Quartier Lafond$97139 LES ABYMES";"+590 68 90 90";"971";"97101";"Quartier Lafond";"97139";"LES ABYMES";"";"";"";"-61.524151";"16.2422137"
"Commissariat de police de Fort de France";"Rue Victor Severe$97200 FORT DE FRANCE";"+596 59 40 00";"972";"97209";"Rue Victor Severe";"97200";"FORT DE FRANCE";"";"";"";"-61.07006285";"14.60618203"
"Commissariat de police de Le Lamentin";"Petit Manoir$Avenue Nelson Mandela$97232 LE LAMENTIN";"+596 39 20 00";"972";"97213";"Petit Manoir - Avenue Nelson Mandela";"97232";"LE LAMENTIN";"";"";"";"-60.99461853";"14.61906045"
"Commissariat de police de Cayenne";"24 Avenue du Général de Gaulle$97300 CAYENNE";"+594 29 98 00";"973";"97302";"24 Avenue du Général de Gaulle";"97300";"CAYENNE";"";"";"";"-52.33276423";"4.93852317"
"Commissariat de police de La Ravine des Cabris";"39 Rue du Père Maître$97410 ST PIERRE";"+262 91 73 50";"974";"97416";"39 Rue du Père Maître";"97410";"ST PIERRE";"";"";"";"55.468294";"-21.285163"
"Commissariat de police de Le Port";"1 Avenue de la Commune de Paris$97420 LE PORT";"+262 42 47 50";"974";"97407";"1 Avenue de la Commune de Paris";"97420";"LE PORT";"";"";"";"55.29073932";"-20.93735884"
"Commissariat de police de Saint André";"273 Avenue de la République$97440 ST ANDRE";"+262 58 59 17";"974";"97409";"273 Avenue de la République";"97440";"ST ANDRE";"";"";"";"55.65216079";"-20.96147406"
"Commissariat de police de Saint Denis";"5 Rue Malartic$97400 ST DENIS";"+262 90 74 74";"974";"97411";"5 Rue Malartic";"97400";"ST DENIS";"";"";"";"55.45216642";"-20.88659731"
"Commissariat de police de Saint Pierre";"5 Rue Pierre Raymond Hoarau$97410 ST PIERRE";"+262 35 72 50";"974";"97416";"5 Rue Pierre Raymond Hoarau";"97410";"ST PIERRE";"";"";"";"55.46829889";"-21.342949"
"Commissariat de police du Chaudron";"2 Avenue Georges Brassens$97400 ST DENIS";"+262 48 40 40";"974";"97411";"2 Avenue Georges Brassens";"97400";"ST DENIS";"";"";"";"55.487561";"-20.901431"
"Commissariat de police de Mamoudzou";"41 Rue de l'hôpital$97600 MAMOUDZOU";"+262 2 69 61 12 22";"976";"97611";"41 Rue de l'hôpital";"97600";"MAMOUDZOU";"";"";"";"45.22796";"-12.77975"
"Commissariat de police de Papeete";"55 Avenue Pouvana'a A Oopa$98714 PAPEETE";"+689 47 01 47";"987";"98735";"55 Avenue Pouvana'a A Oopa";"98714";"PAPEETE";"";"";"";"-149.570765";"-17.54314"
"Commissariat de police de Nouméa";"36 Rue Sébastopol$98800 NOUMEA";"+687 24 33 00";"988";"98818";"36 Rue Sébastopol";"98800";"NOUMEA";"";"";"";"166.44364";"-22.27462"
"Commissariat de police de Nouméa - Secteur Magenta";"39 Rue du 18 Juin$98800 NOUMEA";"+687 24 36 00";"988";"98818";"39 Rue du 18 Juin";"98800";"NOUMEA";"";"";"";"166.46397";"-22.27007"
"Commissariat de police de Nouméa - Secteur Nord-Rivière Salée";"3 Rue Raphael Menard$98800 NOUMEA";"+687 41 37 00";"988";"98818";"3 Rue Raphael Menard";"98800";"NOUMEA";"";"";"";"166.46386";"-22.23335"
"Commissariat de police de Nouméa - Secteur PLM-Ducos";"44 Rue du Docteur Collard$98800 NOUMEA";"+687 27 27 22";"988";"98818";"44 Rue du Docteur Collard";"98800";"NOUMEA";"";"";"";"166.457";"-22.25305"
"Commissariat de police de Nouméa - Secteur Sud-Tuband";"33 Rue Louis Boucher$98800 NOUMEA";"+687 23 26 00";"988";"98818";"33 Rue Louis Boucher";"98800";"NOUMEA";"";"";"";"166.45292";"-22.28784"
